,Quarter,Region,State,Purpose,Trips,Latitude,Longitude
21872,1/10/2012,Western,Victoria,Visiting,97.4566674,-37.8089,144.9291
21873,1/01/2013,Western,Victoria,Visiting,125.7736351,-37.8089,144.9291
21874,1/04/2013,Western,Victoria,Visiting,98.4841922,-37.8089,144.9291
21875,1/07/2013,Western,Victoria,Visiting,95.7118749,-37.8089,144.9291
21876,1/10/2013,Western,Victoria,Visiting,111.6763426,-37.8089,144.9291
21877,1/01/2014,Western,Victoria,Visiting,130.8139204,-37.8089,144.9291
21878,1/04/2014,Western,Victoria,Visiting,116.6393783,-37.8089,144.9291
21879,1/07/2014,Western,Victoria,Visiting,70.1289958,-37.8089,144.9291
21880,1/10/2014,Western,Victoria,Visiting,161.0051089,-37.8089,144.9291
21881,1/01/2015,Western,Victoria,Visiting,176.9140656,-37.8089,144.9291
21882,1/04/2015,Western,Victoria,Visiting,107.4716604,-37.8089,144.9291
21883,1/07/2015,Western,Victoria,Visiting,104.4051654,-37.8089,144.9291
21884,1/10/2015,Western,Victoria,Visiting,152.3081138,-37.8089,144.9291
21885,1/01/2016,Western,Victoria,Visiting,167.898769,-37.8089,144.9291
21886,1/04/2016,Western,Victoria,Visiting,96.1230149,-37.8089,144.9291
21887,1/07/2016,Western,Victoria,Visiting,104.3040464,-37.8089,144.9291
21888,1/10/2016,Western,Victoria,Visiting,154.0648952,-37.8089,144.9291
21889,1/01/1998,Western Grampians,Victoria,Business,17.0653066,-37.1528,142.856
21890,1/04/1998,Western Grampians,Victoria,Business,32.0206811,-37.1528,142.856
21891,1/07/1998,Western Grampians,Victoria,Business,25.9783709,-37.1528,142.856
21892,1/10/1998,Western Grampians,Victoria,Business,37.0822895,-37.1528,142.856
21893,1/01/1999,Western Grampians,Victoria,Business,19.74116,-37.1528,142.856
21894,1/04/1999,Western Grampians,Victoria,Business,15.3227264,-37.1528,142.856
21895,1/07/1999,Western Grampians,Victoria,Business,4.9047005,-37.1528,142.856
21896,1/10/1999,Western Grampians,Victoria,Business,21.767595,-37.1528,142.856
21897,1/01/2000,Western Grampians,Victoria,Business,18.9546195,-37.1528,142.856
21898,1/04/2000,Western Grampians,Victoria,Business,18.5375933,-37.1528,142.856
21899,1/07/2000,Western Grampians,Victoria,Business,24.9308126,-37.1528,142.856
21900,1/10/2000,Western Grampians,Victoria,Business,6.4092884,-37.1528,142.856
21901,1/01/2001,Western Grampians,Victoria,Business,11.7440051,-37.1528,142.856
21902,1/04/2001,Western Grampians,Victoria,Business,4.5183403,-37.1528,142.856
21903,1/07/2001,Western Grampians,Victoria,Business,1.893342,-37.1528,142.856
21904,1/10/2001,Western Grampians,Victoria,Business,14.5023621,-37.1528,142.856
21905,1/01/2002,Western Grampians,Victoria,Business,11.0559643,-37.1528,142.856
21906,1/04/2002,Western Grampians,Victoria,Business,15.2338416,-37.1528,142.856
21907,1/07/2002,Western Grampians,Victoria,Business,4.4310783,-37.1528,142.856
21908,1/10/2002,Western Grampians,Victoria,Business,20.0538893,-37.1528,142.856
21909,1/01/2003,Western Grampians,Victoria,Business,15.3067004,-37.1528,142.856
21910,1/04/2003,Western Grampians,Victoria,Business,12.5131152,-37.1528,142.856
21911,1/07/2003,Western Grampians,Victoria,Business,28.30636,-37.1528,142.856
21912,1/10/2003,Western Grampians,Victoria,Business,16.3477366,-37.1528,142.856
21913,1/01/2004,Western Grampians,Victoria,Business,7.3243952,-37.1528,142.856
21914,1/04/2004,Western Grampians,Victoria,Business,14.9514154,-37.1528,142.856
21915,1/07/2004,Western Grampians,Victoria,Business,2.7523617,-37.1528,142.856
21916,1/10/2004,Western Grampians,Victoria,Business,8.7901173,-37.1528,142.856
21917,1/01/2005,Western Grampians,Victoria,Business,21.2026114,-37.1528,142.856
21918,1/04/2005,Western Grampians,Victoria,Business,9.7089056,-37.1528,142.856
21919,1/07/2005,Western Grampians,Victoria,Business,18.3368366,-37.1528,142.856
21920,1/10/2005,Western Grampians,Victoria,Business,8.3488638,-37.1528,142.856
21921,1/01/2006,Western Grampians,Victoria,Business,11.21648,-37.1528,142.856
21922,1/04/2006,Western Grampians,Victoria,Business,7.944284,-37.1528,142.856
21923,1/07/2006,Western Grampians,Victoria,Business,11.034925,-37.1528,142.856
21924,1/10/2006,Western Grampians,Victoria,Business,22.239361,-37.1528,142.856
21925,1/01/2007,Western Grampians,Victoria,Business,10.0410661,-37.1528,142.856
21926,1/04/2007,Western Grampians,Victoria,Business,22.6852118,-37.1528,142.856
21927,1/07/2007,Western Grampians,Victoria,Business,12.8571173,-37.1528,142.856
21928,1/10/2007,Western Grampians,Victoria,Business,14.8917,-37.1528,142.856
21929,1/01/2008,Western Grampians,Victoria,Business,6.4357692,-37.1528,142.856
21930,1/04/2008,Western Grampians,Victoria,Business,26.3381898,-37.1528,142.856
21931,1/07/2008,Western Grampians,Victoria,Business,7.2138766,-37.1528,142.856
21932,1/10/2008,Western Grampians,Victoria,Business,31.7957158,-37.1528,142.856
21933,1/01/2009,Western Grampians,Victoria,Business,3.1500133,-37.1528,142.856
21934,1/04/2009,Western Grampians,Victoria,Business,10.3368354,-37.1528,142.856
21935,1/07/2009,Western Grampians,Victoria,Business,3.8773877,-37.1528,142.856
21936,1/10/2009,Western Grampians,Victoria,Business,0.5696319,-37.1528,142.856
21937,1/01/2010,Western Grampians,Victoria,Business,6.0821523,-37.1528,142.856
21938,1/04/2010,Western Grampians,Victoria,Business,8.2202539,-37.1528,142.856
21939,1/07/2010,Western Grampians,Victoria,Business,11.511102,-37.1528,142.856
21940,1/10/2010,Western Grampians,Victoria,Business,31.4233256,-37.1528,142.856
21941,1/01/2011,Western Grampians,Victoria,Business,8.9476555,-37.1528,142.856
21942,1/04/2011,Western Grampians,Victoria,Business,8.3465425,-37.1528,142.856
21943,1/07/2011,Western Grampians,Victoria,Business,18.526016,-37.1528,142.856
21944,1/10/2011,Western Grampians,Victoria,Business,9.8232767,-37.1528,142.856
21945,1/01/2012,Western Grampians,Victoria,Business,19.6663658,-37.1528,142.856
21946,1/04/2012,Western Grampians,Victoria,Business,10.3007165,-37.1528,142.856
21947,1/07/2012,Western Grampians,Victoria,Business,23.9306101,-37.1528,142.856
21948,1/10/2012,Western Grampians,Victoria,Business,8.2522705,-37.1528,142.856
21949,1/01/2013,Western Grampians,Victoria,Business,7.0805439,-37.1528,142.856
21950,1/04/2013,Western Grampians,Victoria,Business,10.7520988,-37.1528,142.856
21951,1/07/2013,Western Grampians,Victoria,Business,2.3715987,-37.1528,142.856
21952,1/10/2013,Western Grampians,Victoria,Business,22.7448823,-37.1528,142.856
21953,1/01/2014,Western Grampians,Victoria,Business,19.1245447,-37.1528,142.856
21954,1/04/2014,Western Grampians,Victoria,Business,16.8952364,-37.1528,142.856
21955,1/07/2014,Western Grampians,Victoria,Business,32.3081333,-37.1528,142.856
21956,1/10/2014,Western Grampians,Victoria,Business,18.3600505,-37.1528,142.856
21957,1/01/2015,Western Grampians,Victoria,Business,17.6916794,-37.1528,142.856
21958,1/04/2015,Western Grampians,Victoria,Business,10.902896,-37.1528,142.856
21959,1/07/2015,Western Grampians,Victoria,Business,39.7955823,-37.1528,142.856
21960,1/10/2015,Western Grampians,Victoria,Business,11.5733179,-37.1528,142.856
21961,1/01/2016,Western Grampians,Victoria,Business,6.7046941,-37.1528,142.856
21962,1/04/2016,Western Grampians,Victoria,Business,2.010225,-37.1528,142.856
21963,1/07/2016,Western Grampians,Victoria,Business,27.4659512,-37.1528,142.856
21964,1/10/2016,Western Grampians,Victoria,Business,19.0385225,-37.1528,142.856
21965,1/01/1998,Western Grampians,Victoria,Holiday,40.8768086,-37.1528,142.856
21966,1/04/1998,Western Grampians,Victoria,Holiday,23.0001374,-37.1528,142.856
21967,1/07/1998,Western Grampians,Victoria,Holiday,19.8737416,-37.1528,142.856
21968,1/10/1998,Western Grampians,Victoria,Holiday,28.3762194,-37.1528,142.856
21969,1/01/1999,Western Grampians,Victoria,Holiday,54.757638,-37.1528,142.856
21970,1/04/1999,Western Grampians,Victoria,Holiday,52.1465757,-37.1528,142.856
21971,1/07/1999,Western Grampians,Victoria,Holiday,9.4441032,-37.1528,142.856
21972,1/10/1999,Western Grampians,Victoria,Holiday,34.1553938,-37.1528,142.856
21973,1/01/2000,Western Grampians,Victoria,Holiday,15.6270501,-37.1528,142.856
21974,1/04/2000,Western Grampians,Victoria,Holiday,21.3016437,-37.1528,142.856
21975,1/07/2000,Western Grampians,Victoria,Holiday,20.7608046,-37.1528,142.856
21976,1/10/2000,Western Grampians,Victoria,Holiday,17.6585345,-37.1528,142.856
21977,1/01/2001,Western Grampians,Victoria,Holiday,20.5316271,-37.1528,142.856
21978,1/04/2001,Western Grampians,Victoria,Holiday,49.6553694,-37.1528,142.856
21979,1/07/2001,Western Grampians,Victoria,Holiday,26.7795013,-37.1528,142.856
21980,1/10/2001,Western Grampians,Victoria,Holiday,22.3280045,-37.1528,142.856
21981,1/01/2002,Western Grampians,Victoria,Holiday,17.817725,-37.1528,142.856
21982,1/04/2002,Western Grampians,Victoria,Holiday,29.8767777,-37.1528,142.856
21983,1/07/2002,Western Grampians,Victoria,Holiday,13.4644152,-37.1528,142.856
21984,1/10/2002,Western Grampians,Victoria,Holiday,18.5218284,-37.1528,142.856
21985,1/01/2003,Western Grampians,Victoria,Holiday,18.5238889,-37.1528,142.856
21986,1/04/2003,Western Grampians,Victoria,Holiday,11.7159186,-37.1528,142.856
21987,1/07/2003,Western Grampians,Victoria,Holiday,11.9384236,-37.1528,142.856
21988,1/10/2003,Western Grampians,Victoria,Holiday,15.7345421,-37.1528,142.856
21989,1/01/2004,Western Grampians,Victoria,Holiday,30.8875104,-37.1528,142.856
21990,1/04/2004,Western Grampians,Victoria,Holiday,36.5338848,-37.1528,142.856
21991,1/07/2004,Western Grampians,Victoria,Holiday,15.3835632,-37.1528,142.856
21992,1/10/2004,Western Grampians,Victoria,Holiday,15.2028434,-37.1528,142.856
21993,1/01/2005,Western Grampians,Victoria,Holiday,25.4848718,-37.1528,142.856
21994,1/04/2005,Western Grampians,Victoria,Holiday,31.6393569,-37.1528,142.856
21995,1/07/2005,Western Grampians,Victoria,Holiday,14.0388525,-37.1528,142.856
21996,1/10/2005,Western Grampians,Victoria,Holiday,21.0403537,-37.1528,142.856
21997,1/01/2006,Western Grampians,Victoria,Holiday,25.112267,-37.1528,142.856
21998,1/04/2006,Western Grampians,Victoria,Holiday,48.697299,-37.1528,142.856
21999,1/07/2006,Western Grampians,Victoria,Holiday,10.685203,-37.1528,142.856
22000,1/10/2006,Western Grampians,Victoria,Holiday,15.866724,-37.1528,142.856
22001,1/01/2007,Western Grampians,Victoria,Holiday,2.8797895,-37.1528,142.856
22002,1/04/2007,Western Grampians,Victoria,Holiday,10.3566543,-37.1528,142.856
22003,1/07/2007,Western Grampians,Victoria,Holiday,34.1192636,-37.1528,142.856
22004,1/10/2007,Western Grampians,Victoria,Holiday,11.8257143,-37.1528,142.856
22005,1/01/2008,Western Grampians,Victoria,Holiday,18.7271866,-37.1528,142.856
22006,1/04/2008,Western Grampians,Victoria,Holiday,17.3758241,-37.1528,142.856
22007,1/07/2008,Western Grampians,Victoria,Holiday,20.6946557,-37.1528,142.856
22008,1/10/2008,Western Grampians,Victoria,Holiday,19.399589,-37.1528,142.856
22009,1/01/2009,Western Grampians,Victoria,Holiday,25.6806963,-37.1528,142.856
22010,1/04/2009,Western Grampians,Victoria,Holiday,24.3314207,-37.1528,142.856
22011,1/07/2009,Western Grampians,Victoria,Holiday,28.5533674,-37.1528,142.856
22012,1/10/2009,Western Grampians,Victoria,Holiday,19.8429092,-37.1528,142.856
22013,1/01/2010,Western Grampians,Victoria,Holiday,13.8358423,-37.1528,142.856
22014,1/04/2010,Western Grampians,Victoria,Holiday,15.3411516,-37.1528,142.856
22015,1/07/2010,Western Grampians,Victoria,Holiday,17.7283697,-37.1528,142.856
22016,1/10/2010,Western Grampians,Victoria,Holiday,14.1363339,-37.1528,142.856
22017,1/01/2011,Western Grampians,Victoria,Holiday,23.9312117,-37.1528,142.856
22018,1/04/2011,Western Grampians,Victoria,Holiday,30.8192204,-37.1528,142.856
22019,1/07/2011,Western Grampians,Victoria,Holiday,4.8568741,-37.1528,142.856
22020,1/10/2011,Western Grampians,Victoria,Holiday,22.3144627,-37.1528,142.856
22021,1/01/2012,Western Grampians,Victoria,Holiday,9.1136307,-37.1528,142.856
22022,1/04/2012,Western Grampians,Victoria,Holiday,35.2511847,-37.1528,142.856
22023,1/07/2012,Western Grampians,Victoria,Holiday,5.8228828,-37.1528,142.856
22024,1/10/2012,Western Grampians,Victoria,Holiday,34.4221479,-37.1528,142.856
22025,1/01/2013,Western Grampians,Victoria,Holiday,28.2352367,-37.1528,142.856
22026,1/04/2013,Western Grampians,Victoria,Holiday,38.4621823,-37.1528,142.856
22027,1/07/2013,Western Grampians,Victoria,Holiday,14.6377954,-37.1528,142.856
22028,1/10/2013,Western Grampians,Victoria,Holiday,25.1877169,-37.1528,142.856
22029,1/01/2014,Western Grampians,Victoria,Holiday,17.5555769,-37.1528,142.856
22030,1/04/2014,Western Grampians,Victoria,Holiday,37.9378875,-37.1528,142.856
22031,1/07/2014,Western Grampians,Victoria,Holiday,19.8885572,-37.1528,142.856
22032,1/10/2014,Western Grampians,Victoria,Holiday,31.0145663,-37.1528,142.856
22033,1/01/2015,Western Grampians,Victoria,Holiday,21.2165699,-37.1528,142.856
22034,1/04/2015,Western Grampians,Victoria,Holiday,30.5160863,-37.1528,142.856
22035,1/07/2015,Western Grampians,Victoria,Holiday,23.4760386,-37.1528,142.856
22036,1/10/2015,Western Grampians,Victoria,Holiday,16.0417669,-37.1528,142.856
22037,1/01/2016,Western Grampians,Victoria,Holiday,71.5919181,-37.1528,142.856
22038,1/04/2016,Western Grampians,Victoria,Holiday,21.9009194,-37.1528,142.856
22039,1/07/2016,Western Grampians,Victoria,Holiday,15.4608811,-37.1528,142.856
22040,1/10/2016,Western Grampians,Victoria,Holiday,32.6682367,-37.1528,142.856
22041,1/01/1998,Western Grampians,Victoria,Other,1.3227791,-37.1528,142.856
22042,1/04/1998,Western Grampians,Victoria,Other,0.4107076,-37.1528,142.856
22043,1/07/1998,Western Grampians,Victoria,Other,0,-37.1528,142.856
22044,1/10/1998,Western Grampians,Victoria,Other,5.6746423,-37.1528,142.856
22045,1/01/1999,Western Grampians,Victoria,Other,3.5197097,-37.1528,142.856
22046,1/04/1999,Western Grampians,Victoria,Other,0,-37.1528,142.856
22047,1/07/1999,Western Grampians,Victoria,Other,0,-37.1528,142.856
22048,1/10/1999,Western Grampians,Victoria,Other,3.3321143,-37.1528,142.856
22049,1/01/2000,Western Grampians,Victoria,Other,3.0432537,-37.1528,142.856
22050,1/04/2000,Western Grampians,Victoria,Other,2.7293548,-37.1528,142.856
22051,1/07/2000,Western Grampians,Victoria,Other,2.3292669,-37.1528,142.856
22052,1/10/2000,Western Grampians,Victoria,Other,2.0520268,-37.1528,142.856
22053,1/01/2001,Western Grampians,Victoria,Other,5.9153013,-37.1528,142.856
22054,1/04/2001,Western Grampians,Victoria,Other,0,-37.1528,142.856
22055,1/07/2001,Western Grampians,Victoria,Other,2.1075323,-37.1528,142.856
22056,1/10/2001,Western Grampians,Victoria,Other,7.2572796,-37.1528,142.856
22057,1/01/2002,Western Grampians,Victoria,Other,0,-37.1528,142.856
22058,1/04/2002,Western Grampians,Victoria,Other,0,-37.1528,142.856
22059,1/07/2002,Western Grampians,Victoria,Other,14.1861358,-37.1528,142.856
22060,1/10/2002,Western Grampians,Victoria,Other,0,-37.1528,142.856
22061,1/01/2003,Western Grampians,Victoria,Other,0,-37.1528,142.856
22062,1/04/2003,Western Grampians,Victoria,Other,0,-37.1528,142.856
22063,1/07/2003,Western Grampians,Victoria,Other,0.9995265,-37.1528,142.856
22064,1/10/2003,Western Grampians,Victoria,Other,3.4350683,-37.1528,142.856
22065,1/01/2004,Western Grampians,Victoria,Other,0.8866228,-37.1528,142.856
22066,1/04/2004,Western Grampians,Victoria,Other,0,-37.1528,142.856
22067,1/07/2004,Western Grampians,Victoria,Other,2.9806294,-37.1528,142.856
22068,1/10/2004,Western Grampians,Victoria,Other,0,-37.1528,142.856
22069,1/01/2005,Western Grampians,Victoria,Other,0,-37.1528,142.856
22070,1/04/2005,Western Grampians,Victoria,Other,0.6698412,-37.1528,142.856
22071,1/07/2005,Western Grampians,Victoria,Other,10.3417928,-37.1528,142.856
22072,1/10/2005,Western Grampians,Victoria,Other,0,-37.1528,142.856
22073,1/01/2006,Western Grampians,Victoria,Other,4.966672,-37.1528,142.856
22074,1/04/2006,Western Grampians,Victoria,Other,2.789443,-37.1528,142.856
22075,1/07/2006,Western Grampians,Victoria,Other,1.552858,-37.1528,142.856
22076,1/10/2006,Western Grampians,Victoria,Other,0,-37.1528,142.856
22077,1/01/2007,Western Grampians,Victoria,Other,0,-37.1528,142.856
22078,1/04/2007,Western Grampians,Victoria,Other,0,-37.1528,142.856
22079,1/07/2007,Western Grampians,Victoria,Other,1.4116451,-37.1528,142.856
22080,1/10/2007,Western Grampians,Victoria,Other,3.8110851,-37.1528,142.856
22081,1/01/2008,Western Grampians,Victoria,Other,0,-37.1528,142.856
22082,1/04/2008,Western Grampians,Victoria,Other,2.2475889,-37.1528,142.856
22083,1/07/2008,Western Grampians,Victoria,Other,3.975562,-37.1528,142.856
22084,1/10/2008,Western Grampians,Victoria,Other,1.6973625,-37.1528,142.856
22085,1/01/2009,Western Grampians,Victoria,Other,0,-37.1528,142.856
22086,1/04/2009,Western Grampians,Victoria,Other,2.8460256,-37.1528,142.856
22087,1/07/2009,Western Grampians,Victoria,Other,9.9724571,-37.1528,142.856
22088,1/10/2009,Western Grampians,Victoria,Other,2.9514642,-37.1528,142.856
22089,1/01/2010,Western Grampians,Victoria,Other,0,-37.1528,142.856
22090,1/04/2010,Western Grampians,Victoria,Other,1.6914802,-37.1528,142.856
22091,1/07/2010,Western Grampians,Victoria,Other,0,-37.1528,142.856
22092,1/10/2010,Western Grampians,Victoria,Other,0,-37.1528,142.856
22093,1/01/2011,Western Grampians,Victoria,Other,2.1108153,-37.1528,142.856
22094,1/04/2011,Western Grampians,Victoria,Other,2.4763312,-37.1528,142.856
22095,1/07/2011,Western Grampians,Victoria,Other,0,-37.1528,142.856
22096,1/10/2011,Western Grampians,Victoria,Other,0,-37.1528,142.856
22097,1/01/2012,Western Grampians,Victoria,Other,0.9496258,-37.1528,142.856
22098,1/04/2012,Western Grampians,Victoria,Other,2.5095867,-37.1528,142.856
22099,1/07/2012,Western Grampians,Victoria,Other,2.106816,-37.1528,142.856
22100,1/10/2012,Western Grampians,Victoria,Other,8.9895029,-37.1528,142.856
22101,1/01/2013,Western Grampians,Victoria,Other,7.4726685,-37.1528,142.856
22102,1/04/2013,Western Grampians,Victoria,Other,0.8076325,-37.1528,142.856
22103,1/07/2013,Western Grampians,Victoria,Other,1.4623145,-37.1528,142.856
22104,1/10/2013,Western Grampians,Victoria,Other,3.8007981,-37.1528,142.856
22105,1/01/2014,Western Grampians,Victoria,Other,10.0114376,-37.1528,142.856
22106,1/04/2014,Western Grampians,Victoria,Other,6.8314908,-37.1528,142.856
22107,1/07/2014,Western Grampians,Victoria,Other,6.21121,-37.1528,142.856
22108,1/10/2014,Western Grampians,Victoria,Other,0.3905005,-37.1528,142.856
22109,1/01/2015,Western Grampians,Victoria,Other,0,-37.1528,142.856
22110,1/04/2015,Western Grampians,Victoria,Other,5.017484,-37.1528,142.856
22111,1/07/2015,Western Grampians,Victoria,Other,14.0732832,-37.1528,142.856
22112,1/10/2015,Western Grampians,Victoria,Other,5.2449331,-37.1528,142.856
22113,1/01/2016,Western Grampians,Victoria,Other,5.3366099,-37.1528,142.856
22114,1/04/2016,Western Grampians,Victoria,Other,4.9987711,-37.1528,142.856
22115,1/07/2016,Western Grampians,Victoria,Other,2.0735947,-37.1528,142.856
22116,1/10/2016,Western Grampians,Victoria,Other,7.6465978,-37.1528,142.856
22117,1/01/1998,Western Grampians,Victoria,Visiting,27.7316965,-37.1528,142.856
22118,1/04/1998,Western Grampians,Victoria,Visiting,29.5084511,-37.1528,142.856
22119,1/07/1998,Western Grampians,Victoria,Visiting,34.1227712,-37.1528,142.856
22120,1/10/1998,Western Grampians,Victoria,Visiting,45.1024656,-37.1528,142.856
22121,1/01/1999,Western Grampians,Victoria,Visiting,23.7471274,-37.1528,142.856
22122,1/04/1999,Western Grampians,Victoria,Visiting,14.6830137,-37.1528,142.856
22123,1/07/1999,Western Grampians,Victoria,Visiting,52.6022464,-37.1528,142.856
22124,1/10/1999,Western Grampians,Victoria,Visiting,43.2271933,-37.1528,142.856
22125,1/01/2000,Western Grampians,Victoria,Visiting,29.5091041,-37.1528,142.856
22126,1/04/2000,Western Grampians,Victoria,Visiting,23.7867447,-37.1528,142.856
22127,1/07/2000,Western Grampians,Victoria,Visiting,40.9173542,-37.1528,142.856
22128,1/10/2000,Western Grampians,Victoria,Visiting,13.5793183,-37.1528,142.856
22129,1/01/2001,Western Grampians,Victoria,Visiting,22.5564005,-37.1528,142.856
22130,1/04/2001,Western Grampians,Victoria,Visiting,21.597783,-37.1528,142.856
22131,1/07/2001,Western Grampians,Victoria,Visiting,31.9299367,-37.1528,142.856
22132,1/10/2001,Western Grampians,Victoria,Visiting,47.1477059,-37.1528,142.856
22133,1/01/2002,Western Grampians,Victoria,Visiting,21.6751329,-37.1528,142.856
22134,1/04/2002,Western Grampians,Victoria,Visiting,24.1366368,-37.1528,142.856
